fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2019-03-31,USD,341998000000.0,123346000000.0,37988000000.0,37988000000.0,4884000000.0,26278000000.0,218652000000.0,38746000000.0,,,,,,145319000000.0,42104000000.0,12092000000.0,,236138000000.0,93772000000.0,30443000000.0,,,22429000000.0,142366000000.0,,90201000000.0,22429000000.0,,112630000000.0,35368000000.0,52165000000.0,105860000000.0,,64558000000.0,42801000000.0,18802584000.0,AAPL
2018-12-31,USD,373719000000.0,140828000000.0,44771000000.0,44771000000.0,4988000000.0,36981000000.0,232891000000.0,39597000000.0,,,,,,158608000000.0,41656000000.0,12432000000.0,,255827000000.0,108283000000.0,44293000000.0,,,21741000000.0,147544000000.0,,92989000000.0,9772000000.0,,114730000000.0,36703000000.0,54555000000.0,117892000000.0,,80510000000.0,40970000000.0,19093008000.0,AAPL
2018-09-30,USD,365725000000.0,131339000000.0,25913000000.0,25913000000.0,3956000000.0,48995000000.0,234386000000.0,41304000000.0,,,,0.0,,170799000000.0,40388000000.0,12087000000.0,,258578000000.0,116866000000.0,55888000000.0,,,20748000000.0,141712000000.0,,93735000000.0,8784000000.0,,114483000000.0,32687000000.0,45180000000.0,107147000000.0,0.0,70400000000.0,40201000000.0,19390188000.0,AAPL
2018-06-30,USD,349197000000.0,115761000000.0,31971000000.0,31971000000.0,5936000000.0,26367000000.0,233436000000.0,38117000000.0,,,,0.0,,172773000000.0,38999000000.0,12488000000.0,,234248000000.0,88548000000.0,38489000000.0,,,17472000000.0,145700000000.0,,97128000000.0,5498000000.0,,114600000000.0,25184000000.0,45694000000.0,114949000000.0,0.0,79436000000.0,38624000000.0,19706436000.0,AAPL
2018-03-31,USD,367502000000.0,130053000000.0,45059000000.0,45059000000.0,7662000000.0,22408000000.0,237449000000.0,35077000000.0,,,,0.0,,179286000000.0,42881000000.0,12043000000.0,,240624000000.0,89320000000.0,34311000000.0,,,20478000000.0,151304000000.0,,101362000000.0,8498000000.0,,121840000000.0,26756000000.0,46855000000.0,126878000000.0,0.0,91898000000.0,38044000000.0,20273972000.0,AAPL
2017-12-31,USD,406794000000.0,143810000000.0,27491000000.0,27491000000.0,4421000000.0,50899000000.0,262984000000.0,33679000000.0,,2149000000.0,2149000000.0,5889000000.0,,207944000000.0,49662000000.0,11337000000.0,,266595000000.0,115788000000.0,62985000000.0,,,18478000000.0,150807000000.0,,103922000000.0,6498000000.0,,122400000000.0,26281000000.0,43754000000.0,140199000000.0,0.0,104593000000.0,36447000000.0,20631148000.0,AAPL
2017-09-30,USD,375319000000.0,128645000000.0,20289000000.0,20289000000.0,4855000000.0,35673000000.0,246674000000.0,33783000000.0,,2298000000.0,2298000000.0,5717000000.0,,194714000000.0,53892000000.0,13936000000.0,,241272000000.0,100814000000.0,49049000000.0,,,18473000000.0,140458000000.0,,97207000000.0,6496000000.0,,115680000000.0,25744000000.0,40415000000.0,134047000000.0,0.0,98330000000.0,35867000000.0,20734340000.0,AAPL
2017-06-30,USD,345173000000.0,112875000000.0,18571000000.0,18571000000.0,3146000000.0,22632000000.0,232298000000.0,29286000000.0,,2444000000.0,2444000000.0,5661000000.0,,184757000000.0,58188000000.0,10338000000.0,,212748000000.0,81302000000.0,31915000000.0,,,18475000000.0,131446000000.0,,89864000000.0,108603000000.0,,108339000000.0,23304000000.0,38598000000.0,132425000000.0,0.0,98525000000.0,34445000000.0,20933996000.0,AAPL
2017-03-31,USD,334532000000.0,101990000000.0,15157000000.0,15157000000.0,2910000000.0,20612000000.0,232542000000.0,27163000000.0,,2617000000.0,2617000000.0,5473000000.0,,189740000000.0,51944000000.0,11367000000.0,,200450000000.0,73342000000.0,28573000000.0,,,13991000000.0,127108000000.0,,84531000000.0,13991000000.0,,98522000000.0,23096000000.0,39470000000.0,134082000000.0,0.0,100925000000.0,33579000000.0,21046752000.0,AAPL
2016-12-31,USD,331141000000.0,103332000000.0,16371000000.0,16371000000.0,2712000000.0,27977000000.0,227809000000.0,26510000000.0,,2848000000.0,2848000000.0,5423000000.0,,185638000000.0,44081000000.0,12191000000.0,,198751000000.0,84130000000.0,38510000000.0,,,13992000000.0,114621000000.0,,73557000000.0,13992000000.0,,87549000000.0,23739000000.0,37901000000.0,132390000000.0,0.0,100001000000.0,32144000000.0,21311980000.0,AAPL
2016-09-30,USD,321686000000.0,106869000000.0,20484000000.0,20484000000.0,2132000000.0,29299000000.0,214817000000.0,27010000000.0,,3206000000.0,3206000000.0,5414000000.0,,170430000000.0,46671000000.0,8283000000.0,,193437000000.0,79006000000.0,37294000000.0,,,11605000000.0,114431000000.0,,75427000000.0,3500000000.0,,87032000000.0,22027000000.0,36074000000.0,128249000000.0,0.0,96364000000.0,31251000000.0,21573332000.0,AAPL
2016-06-30,USD,305602000000.0,93761000000.0,18237000000.0,18237000000.0,1831000000.0,19042000000.0,211841000000.0,25448000000.0,,3506000000.0,3506000000.0,5261000000.0,,169764000000.0,43519000000.0,11132000000.0,,179061000000.0,71486000000.0,26318000000.0,,,15996000000.0,107575000000.0,,68939000000.0,15996000000.0,,84935000000.0,20820000000.0,35572000000.0,126541000000.0,0.0,96542000000.0,30106000000.0,21891124000.0,AAPL
2016-03-31,USD,305277000000.0,87592000000.0,21514000000.0,21514000000.0,2281000000.0,19824000000.0,217685000000.0,23203000000.0,,3843000000.0,3843000000.0,5249000000.0,,177645000000.0,33769000000.0,10204000000.0,,174820000000.0,68265000000.0,25098000000.0,,,10498000000.0,106555000000.0,,69374000000.0,10498000000.0,,79872000000.0,23208000000.0,33859000000.0,130457000000.0,0.0,102021000000.0,29484000000.0,22163544000.0,AAPL
2015-12-31,USD,293284000000.0,76219000000.0,16689000000.0,16689000000.0,2451000000.0,24621000000.0,217065000000.0,22300000000.0,,3924000000.0,3924000000.0,5202000000.0,,177665000000.0,21385000000.0,11073000000.0,,165017000000.0,76092000000.0,33312000000.0,,,9759000000.0,88925000000.0,,53204000000.0,,,62963000000.0,24032000000.0,32175000000.0,128267000000.0,0.0,101494000000.0,28253000000.0,22376508000.0,AAPL
2015-09-30,USD,290479000000.0,83832000000.0,21120000000.0,21120000000.0,2349000000.0,30343000000.0,201101000000.0,22471000000.0,,3893000000.0,3893000000.0,5116000000.0,,164065000000.0,20481000000.0,9539000000.0,,171124000000.0,80610000000.0,35490000000.0,,,10999000000.0,90514000000.0,,53463000000.0,2513000000.0,,64462000000.0,25181000000.0,33427000000.0,119355000000.0,0.0,92284000000.0,27416000000.0,22730076000.0,AAPL
2015-06-30,USD,273151000000.0,65943000000.0,15319000000.0,15319000000.0,2042000000.0,19907000000.0,202198000000.0,21149000000.0,,3779000000.0,3779000000.0,5044000000.0,,168145000000.0,19384000000.0,9291000000.0,,147474000000.0,65285000000.0,26474000000.0,,,6999000000.0,82189000000.0,,47419000000.0,,,54418000000.0,22724000000.0,31296000000.0,125677000000.0,0.0,98252000000.0,26327000000.0,23092396000.0,AAPL
2015-03-31,USD,261194000000.0,62750000000.0,14489000000.0,14489000000.0,2396000000.0,18164000000.0,193303000000.0,20151000000.0,,4061000000.0,4061000000.0,4711000000.0,,160443000000.0,18607000000.0,9094000000.0,,132188000000.0,58729000000.0,23159000000.0,,,3799000000.0,73459000000.0,,40072000000.0,,,43871000000.0,22827000000.0,29816000000.0,129006000000.0,0.0,100920000000.0,25376000000.0,23339432000.0,AAPL
2014-12-31,USD,261894000000.0,78357000000.0,19478000000.0,19478000000.0,2283000000.0,29976000000.0,178491000000.0,20392000000.0,,4370000000.0,4370000000.0,4629000000.0,,145492000000.0,12985000000.0,13635000000.0,,138566000000.0,73611000000.0,38001000000.0,,,3899000000.0,64955000000.0,,32504000000.0,,,36403000000.0,22724000000.0,28971000000.0,123328000000.0,0.0,97178000000.0,24187000000.0,23527212000.0,AAPL
2014-09-30,USD,231839000000.0,64213000000.0,13844000000.0,13844000000.0,2111000000.0,27219000000.0,163308000000.0,20624000000.0,,4142000000.0,4142000000.0,4616000000.0,,130162000000.0,11233000000.0,9806000000.0,,120292000000.0,63448000000.0,30196000000.0,,,6308000000.0,56844000000.0,,28987000000.0,35295000000.0,,35295000000.0,18453000000.0,24826000000.0,111547000000.0,0.0,87152000000.0,23313000000.0,23888328000.0,AAPL
2014-06-30,USD,222520000000.0,64065000000.0,12977000000.0,12977000000.0,1594000000.0,16841000000.0,154571000000.0,17585000000.0,,3767000000.0,3767000000.0,2374000000.0,,126685000000.0,24828000000.0,7825000000.0,,101580000000.0,46205000000.0,20535000000.0,,,2010000000.0,55375000000.0,,29030000000.0,,,31040000000.0,15264000000.0,23287000000.0,120940000000.0,0.0,98715000000.0,22139000000.0,24206844000.0,AAPL
2014-03-31,USD,205989000000.0,66527000000.0,18949000000.0,18949000000.0,1829000000.0,15820000000.0,135448000000.0,15120000000.0,,3928000000.0,3928000000.0,2055000000.0,,109239000000.0,22401000000.0,7528000000.0,,85810000000.0,43208000000.0,18914000000.0,,,10056000000.0,42602000000.0,,16962000000.0,,,16962000000.0,15984000000.0,22476000000.0,120179000000.0,0.0,98934000000.0,21496000000.0,24626784000.0,AAPL
2013-12-31,USD,225184000000.0,76605000000.0,14077000000.0,14077000000.0,2122000000.0,25198000000.0,144837000000.0,15488000000.0,,4105000000.0,4105000000.0,2022000000.0,,118131000000.0,26634000000.0,8574000000.0,,95500000000.0,53769000000.0,29588000000.0,,,9683000000.0,41731000000.0,,16961000000.0,,,16961000000.0,15824000000.0,21699000000.0,129684000000.0,0.0,109431000000.0,20559000000.0,25240656000.0,AAPL
2013-09-30,USD,207000000000.0,69833000000.0,14259000000.0,14259000000.0,1764000000.0,20641000000.0,133714000000.0,16597000000.0,,4179000000.0,4179000000.0,1577000000.0,,106215000000.0,26287000000.0,6882000000.0,,83451000000.0,43658000000.0,22367000000.0,,,7679000000.0,39793000000.0,,16960000000.0,,,16960000000.0,13856000000.0,20208000000.0,123549000000.0,0.0,104256000000.0,19764000000.0,25455668000.0,AAPL
2013-06-30,USD,199856000000.0,65026000000.0,11248000000.0,11248000000.0,1697000000.0,13453000000.0,131637000000.0,16327000000.0,,4353000000.0,4353000000.0,1522000000.0,,104014000000.0,31358000000.0,7270000000.0,,76502000000.0,36319000000.0,15516000000.0,,,7420000000.0,40183000000.0,,16958000000.0,,,16958000000.0,13470000000.0,20553000000.0,123354000000.0,0.0,104564000000.0,19024000000.0,25879420000.0,AAPL
2013-03-31,USD,194743000000.0,60095000000.0,12053000000.0,12053000000.0,1245000000.0,13336000000.0,131406000000.0,15026000000.0,,4136000000.0,4136000000.0,1400000000.0,,105550000000.0,27084000000.0,6377000000.0,,59253000000.0,35508000000.0,14912000000.0,,,7629000000.0,23745000000.0,,0.0,,,,13331000000.0,20868000000.0,135490000000.0,0.0,116572000000.0,17954000000.0,26488980000.0,AAPL
2012-12-31,USD,196088000000.0,69453000000.0,16154000000.0,16154000000.0,1455000000.0,21534000000.0,123740000000.0,15422000000.0,,4462000000.0,4462000000.0,1381000000.0,,97292000000.0,23666000000.0,6644000000.0,,68742000000.0,46879000000.0,26398000000.0,,,7461000000.0,21863000000.0,,0.0,,,,13207000000.0,18925000000.0,127346000000.0,0.0,109567000000.0,17167000000.0,26522076000.0,AAPL
2012-09-30,USD,176064000000.0,55070000000.0,10746000000.0,10746000000.0,791000000.0,18692000000.0,118411000000.0,15452000000.0,,4224000000.0,4224000000.0,1135000000.0,,92122000000.0,18383000000.0,6458000000.0,,57854000000.0,38542000000.0,21175000000.0,,,6310000000.0,19312000000.0,,0.0,,,,11414000000.0,16664000000.0,118210000000.0,0.0,101289000000.0,16422000000.0,26549208000.0,AAPL
2012-06-30,USD,162896000000.0,49634000000.0,7945000000.0,7945000000.0,1122000000.0,14298000000.0,110953000000.0,10487000000.0,,4329000000.0,4329000000.0,1132000000.0,,89567000000.0,19709000000.0,6560000000.0,,51150000000.0,33060000000.0,16808000000.0,,,5788000000.0,18090000000.0,,0.0,,,,10430000000.0,15560000000.0,111746000000.0,0.0,95641000000.0,15573000000.0,26517652000.0,AAPL
2012-03-31,USD,150934000000.0,48459000000.0,10121000000.0,10121000000.0,1102000000.0,13769000000.0,100222000000.0,8847000000.0,,3604000000.0,3604000000.0,1141000000.0,,81638000000.0,18417000000.0,5050000000.0,,48436000000.0,32036000000.0,17011000000.0,,,5835000000.0,16400000000.0,,0.0,,,,9778000000.0,13954000000.0,102498000000.0,0.0,87124000000.0,14850000000.0,26457004000.0,AAPL
2011-12-31,USD,138681000000.0,52834000000.0,10310000000.0,10310000000.0,1236000000.0,16484000000.0,83910000000.0,7816000000.0,,3472000000.0,3472000000.0,896000000.0,,67445000000.0,19846000000.0,4958000000.0,,48627000000.0,34607000000.0,18221000000.0,,,6895000000.0,14020000000.0,,0.0,,,,11500000000.0,11833000000.0,90054000000.0,0.0,75709000000.0,13961000000.0,26364016000.0,AAPL
2011-09-30,USD,116371000000.0,42974000000.0,9815000000.0,9815000000.0,776000000.0,11717000000.0,71383000000.0,7777000000.0,,3536000000.0,3536000000.0,896000000.0,,55618000000.0,16137000000.0,4529000000.0,,39756000000.0,27970000000.0,14632000000.0,,,5606000000.0,11786000000.0,,0.0,,,,9247000000.0,10100000000.0,76615000000.0,0.0,62841000000.0,13331000000.0,26306476000.0,AAPL
2011-06-30,USD,106758000000.0,45006000000.0,12091000000.0,12091000000.0,889000000.0,11471000000.0,59860000000.0,6749000000.0,,1169000000.0,1169000000.0,741000000.0,,47761000000.0,16304000000.0,4251000000.0,,37415000000.0,26859000000.0,15270000000.0,,,,10556000000.0,,0.0,,,,7597000000.0,9149000000.0,69343000000.0,0.0,56239000000.0,12715000000.0,26258680000.0,AAPL
2011-03-31,USD,94904000000.0,45314000000.0,15978000000.0,15978000000.0,930000000.0,11095000000.0,47907000000.0,6241000000.0,,507000000.0,507000000.0,741000000.0,,36533000000.0,13256000000.0,4055000000.0,,33427000000.0,24327000000.0,13714000000.0,,,4272000000.0,9100000000.0,,0.0,,,,7022000000.0,7870000000.0,61477000000.0,0.0,49025000000.0,12326000000.0,26206432000.0,AAPL
2010-12-31,USD,86742000000.0,42203000000.0,10734000000.0,10734000000.0,885000000.0,10874000000.0,42815000000.0,5868000000.0,,522000000.0,522000000.0,741000000.0,,32730000000.0,16243000000.0,3467000000.0,,32076000000.0,23795000000.0,14301000000.0,,,2769000000.0,8281000000.0,,0.0,,,,5953000000.0,7065000000.0,54666000000.0,0.0,43050000000.0,11502000000.0,26128312000.0,AAPL
2010-09-30,USD,75183000000.0,40042000000.0,11261000000.0,11261000000.0,1051000000.0,9924000000.0,33505000000.0,4768000000.0,,342000000.0,342000000.0,741000000.0,,25391000000.0,14359000000.0,3447000000.0,,27392000000.0,20722000000.0,12015000000.0,,,2466000000.0,6670000000.0,,0.0,,,,5723000000.0,5531000000.0,47791000000.0,0.0,37169000000.0,10668000000.0,26128312000.0,AAPL
2010-06-30,USD,64725000000.0,34817000000.0,9705000000.0,9705000000.0,942000000.0,6399000000.0,28692000000.0,3990000000.0,,318000000.0,318000000.0,714000000.0,,21551000000.0,14583000000.0,3188000000.0,,21614000000.0,15612000000.0,8469000000.0,,,1927000000.0,6002000000.0,,0.0,,,,4452000000.0,4981000000.0,43111000000.0,0.0,32870000000.0,10133000000.0,25966108000.0,AAPL
2010-03-31,USD,57057000000.0,31194000000.0,10018000000.0,10018000000.0,638000000.0,2886000000.0,24721000000.0,3504000000.0,,263000000.0,263000000.0,480000000.0,,18549000000.0,13137000000.0,4515000000.0,,17709000000.0,12229000000.0,5666000000.0,,,1829000000.0,5480000000.0,,0.0,,,,4021000000.0,4539000000.0,39348000000.0,0.0,29670000000.0,9553000000.0,25840584000.0,AAPL
2009-12-31,USD,53926000000.0,31920000000.0,7609000000.0,7609000000.0,576000000.0,4881000000.0,20594000000.0,3115000000.0,,241000000.0,241000000.0,253000000.0,,15024000000.0,17187000000.0,1667000000.0,,18158000000.0,13097000000.0,6511000000.0,,,1713000000.0,5061000000.0,,0.0,,,,3996000000.0,4139000000.0,35768000000.0,0.0,26695000000.0,8962000000.0,25753924000.0,AAPL
2009-09-30,USD,53851000000.0,34164000000.0,5263000000.0,5263000000.0,455000000.0,3361000000.0,17586000000.0,2954000000.0,,247000000.0,247000000.0,206000000.0,,10528000000.0,18201000000.0,6884000000.0,,26019000000.0,19282000000.0,5601000000.0,,,1948000000.0,6737000000.0,,0.0,,,,3376000000.0,3502000000.0,27832000000.0,0.0,19538000000.0,8210000000.0,25602472000.0,AAPL
2009-06-30,USD,48140000000.0,33439000000.0,5605000000.0,5605000000.0,380000000.0,2686000000.0,12970000000.0,2653000000.0,,259000000.0,259000000.0,207000000.0,,6899000000.0,18617000000.0,6151000000.0,,22252000000.0,16661000000.0,4854000000.0,,,1280000000.0,5591000000.0,,0.0,,,,3338000000.0,1924000000.0,25888000000.0,0.0,17878000000.0,7957000000.0,25456480000.0,AAPL
2009-03-31,USD,43237000000.0,29307000000.0,4466000000.0,4466000000.0,312000000.0,3036000000.0,9384000000.0,2546000000.0,,268000000.0,268000000.0,207000000.0,,,20547000000.0,946000000.0,,18926000000.0,13751000000.0,3976000000.0,,,1275000000.0,5175000000.0,,,,,,2761000000.0,,24311000000.0,,16653000000.0,7643000000.0,25283804000.0,AAPL
2008-12-31,USD,42787000000.0,33550000000.0,7236000000.0,7236000000.0,396000000.0,2196000000.0,7624000000.0,2580000000.0,,277000000.0,277000000.0,207000000.0,,,18411000000.0,5311000000.0,,19878000000.0,14757000000.0,4715000000.0,,,1390000000.0,5121000000.0,,,,,,3807000000.0,,22909000000.0,,15448000000.0,7392000000.0,25241832000.0,AAPL
2008-09-30,USD,39572000000.0,30837000000.0,11875000000.0,11875000000.0,509000000.0,4704000000.0,4882000000.0,2455000000.0,,285000000.0,285000000.0,207000000.0,,,12615000000.0,1134000000.0,,18542000000.0,14092000000.0,5520000000.0,,,2507000000.0,4450000000.0,,,,,,3719000000.0,,21030000000.0,,13845000000.0,7177000000.0,25241832000.0,AAPL
2008-06-30,USD,31709000000.0,26324000000.0,9373000000.0,9373000000.0,545000000.0,3245000000.0,3711000000.0,2177000000.0,,291000000.0,291000000.0,38000000.0,,,11401000000.0,1760000000.0,,12087000000.0,9218000000.0,3683000000.0,,,1675000000.0,2869000000.0,,,,,,2808000000.0,,19622000000.0,,12714000000.0,6831000000.0,25288676000.0,AAPL
2008-03-31,USD,30471000000.0,25127000000.0,9070000000.0,9070000000.0,364000000.0,3620000000.0,3735000000.0,1962000000.0,,300000000.0,300000000.0,38000000.0,,,10378000000.0,1695000000.0,,12418000000.0,9634000000.0,4154000000.0,,,1743000000.0,2784000000.0,,,,,,3064000000.0,,18053000000.0,,11642000000.0,6342000000.0,25181212000.0,AAPL
2007-12-31,USD,30039000000.0,24779000000.0,9162000000.0,9162000000.0,459000000.0,4422000000.0,3850000000.0,1870000000.0,,311000000.0,311000000.0,38000000.0,,,9286000000.0,1450000000.0,,13235000000.0,10535000000.0,5366000000.0,,,1596000000.0,2700000000.0,,,,,,3074000000.0,,16804000000.0,,10684000000.0,6046000000.0,25201512000.0,AAPL
2007-09-30,USD,25347000000.0,20757000000.0,9352000000.0,9352000000.0,346000000.0,4029000000.0,3391000000.0,1832000000.0,,299000000.0,299000000.0,38000000.0,,,6034000000.0,996000000.0,,10815000000.0,9299000000.0,4970000000.0,,,1805000000.0,1516000000.0,,,,,,2919000000.0,,14532000000.0,,9101000000.0,5368000000.0,25201512000.0,AAPL
2007-06-30,USD,21647000000.0,17617000000.0,7118000000.0,7118000000.0,251000000.0,2901000000.0,2902000000.0,1626000000.0,,237000000.0,237000000.0,38000000.0,,,6649000000.0,698000000.0,,8243000000.0,6992000000.0,3660000000.0,,,1603000000.0,1251000000.0,,,,,,2269000000.0,,13404000000.0,,8199000000.0,5149000000.0,24938788000.0,AAPL
2007-03-31,USD,18711000000.0,14914000000.0,7095000000.0,7095000000.0,208000000.0,1667000000.0,2682000000.0,1409000000.0,,240000000.0,240000000.0,38000000.0,,,5482000000.0,462000000.0,,6450000000.0,5485000000.0,2403000000.0,,,1533000000.0,965000000.0,,,,,,2160000000.0,,12261000000.0,,7381000000.0,4848000000.0,24826284000.0,AAPL
2006-12-31,USD,19461000000.0,15766000000.0,7159000000.0,7159000000.0,303000000.0,3113000000.0,2797000000.0,1362000000.0,,146000000.0,146000000.0,38000000.0,,,4710000000.0,481000000.0,,8233000000.0,7337000000.0,3885000000.0,,,1521000000.0,896000000.0,,,,,,2528000000.0,,11228000000.0,,6611000000.0,4594000000.0,24732316000.0,AAPL
2006-09-30,USD,17205000000.0,13758000000.0,6392000000.0,6392000000.0,270000000.0,2094000000.0,2696000000.0,1281000000.0,,139000000.0,139000000.0,38000000.0,,,3718000000.0,1284000000.0,,7221000000.0,6471000000.0,3390000000.0,,,934000000.0,750000000.0,,,,,,1801000000.0,,9984000000.0,,5607000000.0,4355000000.0,24538304000.0,AAPL
2006-06-30,USD,15114000000.0,11486000000.0,8013000000.0,8013000000.0,213000000.0,1089000000.0,2623000000.0,1197000000.0,,37000000.0,37000000.0,38000000.0,,,1163000000.0,1008000000.0,,5784000000.0,5023000000.0,2513000000.0,,,,761000000.0,,,,,,2510000000.0,,9330000000.0,,5065000000.0,4249000000.0,24538304000.0,AAPL
2006-03-31,USD,13911000000.0,10730000000.0,6346000000.0,6346000000.0,204000000.0,1984000000.0,2625000000.0,1005000000.0,,41000000.0,41000000.0,69000000.0,,,1880000000.0,316000000.0,,5229000000.0,4456000000.0,2108000000.0,,,998000000.0,773000000.0,,,,,,1714000000.0,,8682000000.0,,4673000000.0,4014000000.0,24599036000.0,AAPL
2005-12-31,USD,14181000000.0,11691000000.0,4150000000.0,4150000000.0,244000000.0,2413000000.0,2019000000.0,855000000.0,,24000000.0,24000000.0,69000000.0,,,4557000000.0,327000000.0,,5801000000.0,5060000000.0,2896000000.0,,,615000000.0,741000000.0,,,,,,1534000000.0,,8380000000.0,,4570000000.0,3815000000.0,24477796000.0,AAPL
2005-09-30,USD,11551000000.0,9969000000.0,3491000000.0,3491000000.0,165000000.0,1312000000.0,1251000000.0,817000000.0,,27000000.0,27000000.0,69000000.0,,,4770000000.0,231000000.0,,4085000000.0,3484000000.0,1779000000.0,,,798000000.0,601000000.0,,,,,,1204000000.0,,7466000000.0,,4005000000.0,3521000000.0,24477796000.0,AAPL
2005-06-30,USD,10488000000.0,9042000000.0,3094000000.0,3094000000.0,193000000.0,1101000000.0,1112000000.0,764000000.0,,29000000.0,29000000.0,80000000.0,,,4432000000.0,222000000.0,,3667000000.0,3123000000.0,1530000000.0,,,531000000.0,544000000.0,,,,,,1126000000.0,,6821000000.0,,3575000000.0,3299000000.0,24102484000.0,AAPL
