ticker,date,open,high,low,close,adj_close,volume,ingested_at
META,2020-11-11,273.4700012207031,278.3999938964844,272.4800109863281,276.4800109863281,274.97149658203125,14957000,2025-09-18 21:07:05.618282+00:00
META,2020-11-12,277.17999267578125,279.75,274.42999267578125,275.0799865722656,273.5791320800781,12899500,2025-09-18 21:07:05.618282+00:00
META,2020-11-13,277.7200012207031,277.760009765625,273.1000061035156,276.95001220703125,275.43896484375,10391200,2025-09-18 21:07:05.618282+00:00
META,2020-11-16,275.04998779296875,279.4100036621094,274.6300048828125,278.9599914550781,277.4379577636719,12970400,2025-09-18 21:07:05.618282+00:00
META,2020-11-17,277.67999267578125,277.67999267578125,273.2900085449219,275.0,273.4995422363281,15040300,2025-09-18 21:07:05.618282+00:00
META,2020-11-18,274.5199890136719,277.3900146484375,271.8399963378906,271.9700012207031,270.4861145019531,12152900,2025-09-18 21:07:05.618282+00:00
META,2020-11-19,271.0199890136719,273.4700012207031,269.19000244140625,272.94000244140625,271.4508056640625,12963700,2025-09-18 21:07:05.618282+00:00
META,2020-11-20,272.55999755859375,273.0,269.4100036621094,269.70001220703125,268.2284851074219,18114700,2025-09-18 21:07:05.618282+00:00
META,2020-11-23,270.8900146484375,270.95001220703125,264.5299987792969,268.42999267578125,266.96539306640625,20990800,2025-09-18 21:07:05.618282+00:00
META,2020-11-24,268.489990234375,277.82000732421875,267.8699951171875,276.9200134277344,275.40911865234375,16930400,2025-09-18 21:07:05.618282+00:00
META,2020-11-25,278.1400146484375,280.17999267578125,272.6499938964844,275.5899963378906,274.08636474609375,12467000,2025-09-18 21:07:05.618282+00:00
META,2020-11-27,277.3900146484375,279.1300048828125,274.82000732421875,277.80999755859375,276.2942199707031,7808400,2025-09-18 21:07:05.618282+00:00
META,2020-11-30,276.0299987792969,277.70001220703125,271.010009765625,276.9700012207031,275.4587707519531,16693300,2025-09-18 21:07:05.618282+00:00
META,2020-12-01,279.1600036621094,289.29998779296875,278.9599914550781,286.54998779296875,284.9865417480469,20738900,2025-09-18 21:07:05.618282+00:00
META,2020-12-02,285.3599853515625,291.7799987792969,280.8299865722656,287.5199890136719,285.95123291015625,17361600,2025-09-18 21:07:05.618282+00:00
META,2020-12-03,286.25,286.6499938964844,281.07000732421875,281.8500061035156,280.31219482421875,12921700,2025-09-18 21:07:05.618282+00:00
META,2020-12-04,280.29998779296875,283.4599914550781,279.29998779296875,279.70001220703125,278.17388916015625,10880300,2025-09-18 21:07:05.618282+00:00
META,2020-12-07,279.19000244140625,288.489990234375,278.20001220703125,285.5799865722656,284.02178955078125,13007700,2025-09-18 21:07:05.618282+00:00
META,2020-12-08,286.010009765625,286.42999267578125,281.54998779296875,283.3999938964844,281.8537292480469,10747700,2025-09-18 21:07:05.618282+00:00
META,2020-12-09,283.6600036621094,287.6300048828125,271.75,277.9200134277344,276.4036560058594,25189700,2025-09-18 21:07:05.618282+00:00
META,2020-12-10,275.5400085449219,278.7300109863281,271.8599853515625,277.1199951171875,275.60797119140625,20065100,2025-09-18 21:07:05.618282+00:00
META,2020-12-11,274.5299987792969,276.4800109863281,270.25,273.54998779296875,272.05743408203125,14391400,2025-09-18 21:07:05.618282+00:00
META,2020-12-14,273.3699951171875,277.2200012207031,271.55999755859375,274.19000244140625,272.6939697265625,16376900,2025-09-18 21:07:05.618282+00:00
META,2020-12-15,274.8299865722656,276.0799865722656,267.4700012207031,275.54998779296875,274.0465393066406,23979500,2025-09-18 21:07:05.618282+00:00
META,2020-12-16,274.760009765625,277.8599853515625,272.510009765625,275.6700134277344,274.1659240722656,15885000,2025-09-18 21:07:05.618282+00:00
META,2020-12-17,277.07000732421875,280.44000244140625,273.6099853515625,274.4800109863281,272.982421875,16377800,2025-09-18 21:07:05.618282+00:00
META,2020-12-18,275.7699890136719,278.0,271.1400146484375,276.3999938964844,274.8919372558594,26693200,2025-09-18 21:07:05.618282+00:00
META,2020-12-21,272.9800109863281,274.6700134277344,267.7900085449219,272.7900085449219,271.3016357421875,16553700,2025-09-18 21:07:05.618282+00:00
META,2020-12-22,271.5,271.5,264.6300048828125,267.0899963378906,265.6327209472656,17312900,2025-09-18 21:07:05.618282+00:00
META,2020-12-23,266.8900146484375,272.1700134277344,266.2300109863281,268.1099853515625,266.64715576171875,14329000,2025-09-18 21:07:05.618282+00:00
META,2020-12-24,268.8800048828125,270.3999938964844,266.20001220703125,267.3999938964844,265.9410400390625,6702000,2025-09-18 21:07:05.618282+00:00
META,2020-12-28,268.739990234375,277.29998779296875,265.6600036621094,277.0,275.4886169433594,23299700,2025-09-18 21:07:05.618282+00:00
META,2020-12-29,276.95001220703125,280.510009765625,276.2799987792969,276.7799987792969,275.2698669433594,16383000,2025-09-18 21:07:05.618282+00:00
META,2020-12-30,277.95001220703125,278.0799865722656,271.7099914550781,271.8699951171875,270.38665771484375,11803800,2025-09-18 21:07:05.618282+00:00
META,2020-12-31,272.0,277.0899963378906,269.80999755859375,273.1600036621094,271.66961669921875,12900400,2025-09-18 21:07:05.618282+00:00
META,2021-01-04,274.7799987792969,275.0,265.20001220703125,268.94000244140625,267.47265625,15106100,2025-09-18 21:07:05.618282+00:00
META,2021-01-05,268.2900085449219,272.3999938964844,268.2099914550781,270.9700012207031,269.4915466308594,9871600,2025-09-18 21:07:05.618282+00:00
META,2021-01-06,262.0,267.75,260.010009765625,263.30999755859375,261.87335205078125,24354100,2025-09-18 21:07:05.618282+00:00
META,2021-01-07,265.8999938964844,271.6099853515625,264.7799987792969,268.739990234375,267.27374267578125,15789800,2025-09-18 21:07:05.618282+00:00
META,2021-01-08,268.30999755859375,268.95001220703125,263.17999267578125,267.57000732421875,266.110107421875,18528300,2025-09-18 21:07:05.618282+00:00
META,2021-01-11,260.4800109863281,263.4700012207031,255.89999389648438,256.8399963378906,255.43865966796875,30412300,2025-09-18 21:07:05.618282+00:00
META,2021-01-12,256.6300048828125,259.7200012207031,250.3000030517578,251.08999633789062,249.71998596191406,26383500,2025-09-18 21:07:05.618282+00:00
META,2021-01-13,251.5500030517578,253.9499969482422,249.1999969482422,251.63999938964844,250.26702880859375,19528900,2025-09-18 21:07:05.618282+00:00
META,2021-01-14,253.39999389648438,255.02999877929688,244.61000061035156,245.63999938964844,244.2997589111328,29739400,2025-09-18 21:07:05.618282+00:00
META,2021-01-15,247.89999389648438,253.86000061035156,247.16000366210938,251.36000061035156,249.98855590820312,24942900,2025-09-18 21:07:05.618282+00:00
META,2021-01-19,256.8999938964844,262.20001220703125,252.72000122070312,261.1000061035156,259.6754150390625,28028500,2025-09-18 21:07:05.618282+00:00
META,2021-01-20,268.92999267578125,270.32000732421875,263.6000061035156,267.4800109863281,266.02056884765625,25199900,2025-09-18 21:07:05.618282+00:00
META,2021-01-21,269.260009765625,273.6000061035156,267.489990234375,272.8699951171875,271.38116455078125,20838700,2025-09-18 21:07:05.618282+00:00
META,2021-01-22,272.010009765625,278.4700012207031,272.0,274.5,273.00225830078125,21954000,2025-09-18 21:07:05.618282+00:00
META,2021-01-25,278.1400146484375,280.1000061035156,271.510009765625,278.010009765625,276.4931640625,19087000,2025-09-18 21:07:05.618282+00:00
META,2021-01-26,278.1400146484375,285.3900146484375,277.80999755859375,282.04998779296875,280.5111083984375,19373600,2025-09-18 21:07:05.618282+00:00
META,2021-01-27,282.5299987792969,283.45001220703125,268.1199951171875,272.1400146484375,270.6551818847656,35346200,2025-09-18 21:07:05.618282+00:00
META,2021-01-28,277.17999267578125,286.7900085449219,264.70001220703125,265.0,263.5541076660156,37758800,2025-09-18 21:07:05.618282+00:00
META,2021-01-29,265.29998779296875,266.55999755859375,254.85000610351562,258.3299865722656,256.9205322265625,30389500,2025-09-18 21:07:05.618282+00:00
META,2021-02-01,259.5199890136719,264.1700134277344,254.91000366210938,262.010009765625,260.5804138183594,22914300,2025-09-18 21:07:05.618282+00:00
META,2021-02-02,264.0,268.8500061035156,263.2699890136719,267.0799865722656,265.6227722167969,17320800,2025-09-18 21:07:05.618282+00:00
META,2021-02-03,265.6199951171875,269.20001220703125,263.8399963378906,266.6499938964844,265.1950988769531,14223400,2025-09-18 21:07:05.618282+00:00
META,2021-02-04,267.010009765625,268.1600036621094,264.0,266.489990234375,265.0359802246094,16060000,2025-09-18 21:07:05.618282+00:00
META,2021-02-05,266.79998779296875,269.1700134277344,265.6700134277344,268.1000061035156,266.6372375488281,12454400,2025-09-18 21:07:05.618282+00:00
META,2021-02-08,268.75,269.8599853515625,265.0,266.5799865722656,265.1255187988281,13755200,2025-09-18 21:07:05.618282+00:00
META,2021-02-09,266.44000244140625,273.3900146484375,265.75,269.45001220703125,267.9798583984375,14613400,2025-09-18 21:07:05.618282+00:00
META,2021-02-10,272.45001220703125,273.79998779296875,267.7200012207031,271.8699951171875,270.38665771484375,14687200,2025-09-18 21:07:05.618282+00:00
META,2021-02-11,271.8900146484375,273.5799865722656,268.489990234375,270.3900146484375,268.91473388671875,12828600,2025-09-18 21:07:05.618282+00:00
META,2021-02-12,270.5199890136719,271.17999267578125,268.3399963378906,270.5,269.0241394042969,9097600,2025-09-18 21:07:05.618282+00:00
META,2021-02-16,270.79998779296875,276.6000061035156,270.04998779296875,273.9700012207031,272.4751892089844,15417200,2025-09-18 21:07:05.618282+00:00
META,2021-02-17,271.239990234375,273.9700012207031,269.5799865722656,273.57000732421875,272.077392578125,12763200,2025-09-18 21:07:05.618282+00:00
META,2021-02-18,269.57000732421875,271.95001220703125,266.0299987792969,269.3900146484375,267.9201965332031,15249100,2025-09-18 21:07:05.618282+00:00
META,2021-02-19,269.8599853515625,270.2699890136719,260.1499938964844,261.55999755859375,260.13287353515625,25622600,2025-09-18 21:07:05.618282+00:00
META,2021-02-22,257.95001220703125,263.07000732421875,257.5299987792969,260.3299865722656,258.9095764160156,17434900,2025-09-18 21:07:05.618282+00:00
META,2021-02-23,259.5,267.4599914550781,254.9600067138672,265.8599853515625,264.4093933105469,21924600,2025-09-18 21:07:05.618282+00:00
META,2021-02-24,262.3299865722656,266.3800048828125,258.3900146484375,264.30999755859375,262.8678894042969,15736100,2025-09-18 21:07:05.618282+00:00
META,2021-02-25,262.29998779296875,266.94000244140625,254.0399932861328,254.69000244140625,253.30038452148438,19053100,2025-09-18 21:07:05.618282+00:00
META,2021-02-26,256.4700012207031,265.54998779296875,256.4700012207031,257.6199951171875,256.21441650390625,26619500,2025-09-18 21:07:05.618282+00:00
META,2021-03-01,260.82000732421875,266.6499938964844,257.8999938964844,264.9100036621094,263.4646301269531,22157300,2025-09-18 21:07:05.618282+00:00
META,2021-03-02,265.7799987792969,266.7099914550781,258.6499938964844,259.0,257.5868835449219,15191700,2025-09-18 21:07:05.618282+00:00
META,2021-03-03,260.2900085449219,260.989990234375,255.10000610351562,255.41000366210938,254.01646423339844,15513500,2025-09-18 21:07:05.618282+00:00
META,2021-03-04,256.4700012207031,266.489990234375,253.5,257.6400146484375,256.2342834472656,31626500,2025-09-18 21:07:05.618282+00:00
META,2021-03-05,260.6700134277344,265.45001220703125,255.61000061035156,264.2799987792969,262.8380432128906,26820100,2025-09-18 21:07:05.618282+00:00
META,2021-03-08,265.54998779296875,265.5799865722656,255.0500030517578,255.30999755859375,253.9169921875,18391800,2025-09-18 21:07:05.618282+00:00
META,2021-03-09,261.17999267578125,268.5299987792969,259.80999755859375,265.739990234375,264.2900695800781,22039700,2025-09-18 21:07:05.618282+00:00
META,2021-03-10,268.6400146484375,268.9700012207031,262.8699951171875,264.8999938964844,263.45465087890625,14210300,2025-09-18 21:07:05.618282+00:00
META,2021-03-11,268.1099853515625,277.8999938964844,267.82000732421875,273.8800048828125,272.38568115234375,21834000,2025-09-18 21:07:05.618282+00:00
META,2021-03-12,269.1400146484375,269.739990234375,264.0199890136719,268.3999938964844,266.93560791015625,20600200,2025-09-18 21:07:05.618282+00:00
META,2021-03-15,269.0799865722656,275.9599914550781,268.5,273.75,272.2563781738281,16844800,2025-09-18 21:07:05.618282+00:00
META,2021-03-16,276.0799865722656,282.1400146484375,274.79998779296875,279.2799987792969,277.7561950683594,22437700,2025-09-18 21:07:05.618282+00:00
META,2021-03-17,275.7099914550781,286.2300109863281,275.4100036621094,284.010009765625,282.4604187011719,21315000,2025-09-18 21:07:05.618282+00:00
META,2021-03-18,279.8699951171875,285.19000244140625,278.2799987792969,278.6199951171875,277.0998229980469,18728300,2025-09-18 21:07:05.618282+00:00
META,2021-03-19,281.2200012207031,292.79998779296875,281.20001220703125,290.1099853515625,288.527099609375,38930500,2025-09-18 21:07:05.618282+00:00
META,2021-03-22,290.45001220703125,299.7099914550781,286.75,293.5400085449219,291.93841552734375,28273100,2025-09-18 21:07:05.618282+00:00
META,2021-03-23,293.1499938964844,298.0,289.80999755859375,290.6300048828125,289.0442810058594,23000900,2025-09-18 21:07:05.618282+00:00
META,2021-03-24,291.0,291.7200012207031,281.1600036621094,282.1400146484375,280.6006164550781,18675000,2025-09-18 21:07:05.618282+00:00
META,2021-03-25,280.9800109863281,288.05999755859375,277.75,278.739990234375,277.21917724609375,24505600,2025-09-18 21:07:05.618282+00:00
META,2021-03-26,278.29998779296875,284.5,277.7699890136719,283.0199890136719,281.4757995605469,17629200,2025-09-18 21:07:05.618282+00:00
META,2021-03-29,285.7699890136719,293.17999267578125,284.70001220703125,290.82000732421875,289.23321533203125,21718800,2025-09-18 21:07:05.618282+00:00
META,2021-03-30,289.8299865722656,292.4700012207031,286.70001220703125,288.0,286.4286193847656,17474500,2025-09-18 21:07:05.618282+00:00
META,2021-03-31,289.989990234375,296.5,288.6099853515625,294.5299987792969,292.9230041503906,19498200,2025-09-18 21:07:05.618282+00:00
META,2021-04-01,298.3999938964844,302.3999938964844,296.6000061035156,298.6600036621094,297.0304870605469,17616000,2025-09-18 21:07:05.618282+00:00
META,2021-04-05,300.8900146484375,310.7699890136719,300.67999267578125,308.9100036621094,307.2245788574219,28237000,2025-09-18 21:07:05.618282+00:00
META,2021-04-06,308.8399963378906,311.3500061035156,305.25,306.260009765625,304.5890197753906,17335200,2025-09-18 21:07:05.618282+00:00
META,2021-04-07,306.3399963378906,314.25,305.5,313.0899963378906,311.3817443847656,22855200,2025-09-18 21:07:05.618282+00:00
META,2021-04-08,314.8500061035156,315.8800048828125,310.04998779296875,313.0199890136719,311.3121032714844,20894100,2025-09-18 21:07:05.618282+00:00
META,2021-04-09,311.3999938964844,314.739990234375,310.3299865722656,312.4599914550781,310.7551574707031,15988600,2025-09-18 21:07:05.618282+00:00
META,2021-04-12,311.04998779296875,312.1499938964844,307.92999267578125,311.5400085449219,309.8401794433594,10881900,2025-09-18 21:07:05.618282+00:00
META,2021-04-13,312.2099914550781,314.42999267578125,309.32000732421875,309.760009765625,308.0699157714844,14036900,2025-09-18 21:07:05.618282+00:00
META,2021-04-14,307.29998779296875,308.0299987792969,301.95001220703125,302.82000732421875,301.1677551269531,17421400,2025-09-18 21:07:05.618282+00:00
META,2021-04-15,306.3399963378906,310.1400146484375,304.1000061035156,307.82000732421875,306.1405029296875,14558300,2025-09-18 21:07:05.618282+00:00
META,2021-04-16,308.1700134277344,308.95001220703125,304.6099853515625,306.17999267578125,304.5094299316406,13059200,2025-09-18 21:07:05.618282+00:00
META,2021-04-19,305.010009765625,307.70001220703125,300.55999755859375,302.239990234375,300.5909118652344,14553500,2025-09-18 21:07:05.618282+00:00
META,2021-04-20,301.989990234375,305.1000061035156,297.2099914550781,302.6499938964844,300.99871826171875,16796400,2025-09-18 21:07:05.618282+00:00
META,2021-04-21,301.95001220703125,301.9800109863281,297.3900146484375,301.4700012207031,299.82513427734375,14863500,2025-09-18 21:07:05.618282+00:00
META,2021-04-22,301.3299865722656,302.9200134277344,296.0400085449219,296.5199890136719,294.90216064453125,16375400,2025-09-18 21:07:05.618282+00:00
META,2021-04-23,298.760009765625,302.5899963378906,297.1499938964844,301.1300048828125,299.4870300292969,17536800,2025-09-18 21:07:05.618282+00:00
META,2021-04-26,303.3399963378906,305.79998779296875,301.55999755859375,303.0400085449219,301.3865661621094,16172600,2025-09-18 21:07:05.618282+00:00
META,2021-04-27,304.2799987792969,305.3399963378906,301.1099853515625,303.57000732421875,301.9136657714844,15309300,2025-09-18 21:07:05.618282+00:00
META,2021-04-28,307.3599853515625,310.9200134277344,305.3699951171875,307.1000061035156,305.42437744140625,33907200,2025-09-18 21:07:05.618282+00:00
META,2021-04-29,330.1199951171875,331.80999755859375,321.6099853515625,329.510009765625,327.7121887207031,56526800,2025-09-18 21:07:05.618282+00:00
META,2021-04-30,326.1400146484375,329.82000732421875,324.5,325.0799865722656,323.3063049316406,26332400,2025-09-18 21:07:05.618282+00:00
META,2021-05-03,326.1700134277344,328.54998779296875,321.8399963378906,322.5799865722656,320.8199157714844,18719500,2025-09-18 21:07:05.618282+00:00
META,2021-05-04,320.0199890136719,322.19000244140625,313.1199951171875,318.3599853515625,316.6229553222656,24032600,2025-09-18 21:07:05.618282+00:00
META,2021-05-05,318.19000244140625,321.05999755859375,314.489990234375,315.0199890136719,313.30120849609375,15577600,2025-09-18 21:07:05.618282+00:00
META,2021-05-06,314.5199890136719,320.239990234375,313.2699890136719,320.0199890136719,318.2739562988281,19012200,2025-09-18 21:07:05.618282+00:00
META,2021-05-07,322.3800048828125,322.94000244140625,318.75,319.0799865722656,317.3390197753906,15916700,2025-09-18 21:07:05.618282+00:00
META,2021-05-10,314.3500061035156,314.5799865722656,304.8299865722656,305.9700012207031,304.3005676269531,24239200,2025-09-18 21:07:05.618282+00:00
META,2021-05-11,300.75,306.8399963378906,299.69000244140625,306.5299987792969,304.85748291015625,18920100,2025-09-18 21:07:05.618282+00:00
META,2021-05-12,301.1300048828125,304.9599914550781,298.19000244140625,302.54998779296875,300.89923095703125,24645500,2025-09-18 21:07:05.618282+00:00
META,2021-05-13,306.0799865722656,308.8599853515625,302.7699890136719,305.260009765625,303.5944519042969,18079200,2025-09-18 21:07:05.618282+00:00
META,2021-05-14,309.5400085449219,316.8500061035156,309.0799865722656,315.94000244140625,314.2161865234375,19245700,2025-09-18 21:07:05.618282+00:00
META,2021-05-17,313.54998779296875,315.67999267578125,311.5799865722656,315.4599914550781,313.7388000488281,15401300,2025-09-18 21:07:05.618282+00:00
META,2021-05-18,315.5899963378906,316.5,309.80999755859375,309.9599914550781,308.2687683105469,14522400,2025-09-18 21:07:05.618282+00:00
META,2021-05-19,304.19000244140625,314.6600036621094,303.57000732421875,313.5899963378906,311.8790283203125,19106200,2025-09-18 21:07:05.618282+00:00
META,2021-05-20,313.5799865722656,319.25,313.1600036621094,318.6099853515625,316.87164306640625,17320200,2025-09-18 21:07:05.618282+00:00
META,2021-05-21,319.2900085449219,319.92999267578125,315.80999755859375,316.2300109863281,314.504638671875,13600900,2025-09-18 21:07:05.618282+00:00
META,2021-05-24,318.2099914550781,325.95001220703125,318.0299987792969,324.6300048828125,322.8587646484375,16445400,2025-09-18 21:07:05.618282+00:00
META,2021-05-25,327.0799865722656,329.17999267578125,324.79998779296875,327.7900085449219,326.00152587890625,16437000,2025-09-18 21:07:05.618282+00:00
META,2021-05-26,328.3500061035156,329.8299865722656,325.82000732421875,327.6600036621094,325.87225341796875,9686900,2025-09-18 21:07:05.618282+00:00
META,2021-05-27,328.0,333.7799987792969,326.760009765625,332.75,330.9344787597656,20477700,2025-09-18 21:07:05.618282+00:00
META,2021-05-28,331.0,332.8699951171875,328.3299865722656,328.7300109863281,326.9364318847656,12037400,2025-09-18 21:07:05.618282+00:00
META,2021-06-01,330.1499938964844,331.4200134277344,326.6400146484375,329.1300048828125,327.334228515625,11765900,2025-09-18 21:07:05.618282+00:00
META,2021-06-02,330.3800048828125,331.8699951171875,327.1199951171875,329.1499938964844,327.3540954589844,11654300,2025-09-18 21:07:05.618282+00:00
META,2021-06-03,325.7799987792969,327.3800048828125,323.4800109863281,326.0400085449219,324.2611083984375,12610800,2025-09-18 21:07:05.618282+00:00
META,2021-06-04,325.8999938964844,332.4599914550781,325.17999267578125,330.3500061035156,328.5475769042969,13289400,2025-09-18 21:07:05.618282+00:00
META,2021-06-07,329.4800109863281,337.69000244140625,328.92999267578125,336.5799865722656,334.7435302734375,20136700,2025-09-18 21:07:05.618282+00:00
META,2021-06-08,336.70001220703125,338.29998779296875,332.239990234375,333.67999267578125,331.859375,14580500,2025-09-18 21:07:05.618282+00:00
META,2021-06-09,335.739990234375,336.79998779296875,330.0,330.25,328.4480895996094,13727900,2025-09-18 21:07:05.618282+00:00
META,2021-06-10,330.7900085449219,333.94000244140625,328.54998779296875,332.4599914550781,330.6460266113281,13240200,2025-09-18 21:07:05.618282+00:00
META,2021-06-11,332.5799865722656,332.8299865722656,328.92999267578125,331.260009765625,329.4526062011719,13587900,2025-09-18 21:07:05.618282+00:00
META,2021-06-14,331.8999938964844,336.82000732421875,329.80999755859375,336.7699890136719,334.93255615234375,12250800,2025-09-18 21:07:05.618282+00:00
META,2021-06-15,336.989990234375,339.9200134277344,335.0299987792969,336.75,334.91265869140625,15795200,2025-09-18 21:07:05.618282+00:00
META,2021-06-16,336.70001220703125,337.54998779296875,328.7200012207031,331.0799865722656,329.2735595703125,17232200,2025-09-18 21:07:05.618282+00:00
META,2021-06-17,330.489990234375,337.9800109863281,330.1499938964844,336.510009765625,334.6739501953125,17794100,2025-09-18 21:07:05.618282+00:00
META,2021-06-18,334.5299987792969,336.1499938964844,329.0,329.6600036621094,327.8613586425781,23039500,2025-09-18 21:07:05.618282+00:00
META,2021-06-21,331.0899963378906,332.9200134277344,327.6499938964844,332.2900085449219,330.4769592285156,11337500,2025-09-18 21:07:05.618282+00:00
META,2021-06-22,332.69000244140625,339.9200134277344,332.6000061035156,339.0299987792969,337.1802062988281,15345300,2025-09-18 21:07:05.618282+00:00
META,2021-06-23,339.3500061035156,343.4200134277344,338.20001220703125,340.5899963378906,338.7316589355469,14817800,2025-09-18 21:07:05.618282+00:00
META,2021-06-24,341.8500061035156,344.8999938964844,341.7900085449219,343.17999267578125,341.3075256347656,12329100,2025-09-18 21:07:05.618282+00:00
META,2021-06-25,342.5899963378906,344.1199951171875,339.67999267578125,341.3699951171875,339.5074462890625,14594400,2025-09-18 21:07:05.618282+00:00
META,2021-06-28,342.4599914550781,358.1400146484375,341.7699890136719,355.6400146484375,353.6995544433594,29156100,2025-09-18 21:07:05.618282+00:00
META,2021-06-29,356.2699890136719,356.739990234375,349.04998779296875,351.8900146484375,349.9700622558594,21417300,2025-09-18 21:07:05.618282+00:00
